support,itemsets
0.05166029260001214,frozenset({'ALARM CLOCK BAKELIKE RED'})
0.010380622837370242,frozenset({'ANTIQUE ALL GLASS CANDLESTICK'})
0.013537303466278152,frozenset({'ANTIQUE GLASS DRESSING TABLE POT'})
0.011048382201177685,frozenset({'ANTIQUE GLASS PEDESTAL BOWL'})
0.01869726218660839,frozenset({'ANTIQUE SILVER TEA GLASS ENGRAVED'})
0.04844290657439446,frozenset({'ANTIQUE SILVER TEA GLASS ETCHED'})
0.01044132823408001,frozenset({'ANTIQUE TALL SWIRLGLASS TRINKET POT'})
0.010259212043950708,frozenset({'APPLE BATH SPONGE'})
0.024100042493777698,frozenset({'AREA PATROLLED METAL SIGN'})
0.0773386754082438,frozenset({'ASSORTED COLOUR BIRD ORNAMENT'})
0.01675468949189583,frozenset({'ASSORTED COLOUR MINI CASES'})
0.028713652643720028,frozenset({'ASSORTED COLOURS SILK FAN'})
0.015601286954410248,frozenset({'BAG 125G SWIRLY MARBLES'})
0.012080373945243732,frozenset({'BAG 250G SWIRLY MARBLES'})
0.047775147210587024,frozenset({'BAKING SET 9 PIECE RETROSPOT'})
0.022582407576033508,frozenset({'BAKING SET SPACEBOY DESIGN'})
0.017968797426091178,frozenset({'BALLOONS  WRITING SET'})
0.01384083044982699,frozenset({'BATH BUILDING BLOCK WORD'})
0.03690888119953864,frozenset({'BATHROOM METAL SIGN'})
0.011473319978146056,frozenset({'BEADED CRYSTAL HEART PINK ON STICK'})
0.011837552358404663,frozenset({'BELLE JARDINIERE CUSHION COVER'})
0.022582407576033508,frozenset({'BEWARE OF THE CAT METAL SIGN'})
0.018150913616220482,frozenset({'BINGO SET'})
0.013658714259697688,frozenset({'BIRD HOUSE HOT WATER BOTTLE'})
0.015115643780732107,"frozenset({'BIRTHDAY CARD, RETRO SPOT'})"
0.016633278698476296,"frozenset({""BISCUIT TIN 50'S CHRISTMAS""})"
0.01584410854124932,frozenset({'BISCUIT TIN VINTAGE CHRISTMAS'})
0.02015419170764281,frozenset({'BLACK RECORD COVER FRAME'})
0.01311236568930978,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'})
0.01845444059976932,frozenset({'BLUE 3 PIECE POLKADOT CUTLERY SET'})
0.018515145996479087,frozenset({'BLUE DINER WALL CLOCK'})
0.010319917440660475,frozenset({'BLUE DRAWER KNOB ACRYLIC EDWARDIAN'})
0.019850664724093973,frozenset({'BLUE HAPPY BIRTHDAY BUNTING'})
0.028106598676622352,frozenset({'BLUE HARMONICA IN BOX'})
0.01572269774782978,frozenset({'BLUE POLKADOT BOWL'})
0.014994232987312572,frozenset({'BLUE POLKADOT CUP'})
0.010562739027499544,frozenset({'BLUE POLKADOT WRAP'})
0.01966854853396467,frozenset({'BLUE SPOT CERAMIC DRAWER KNOB'})
0.022218175195774903,frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'})
0.011048382201177685,frozenset({'BLUE VINTAGE SPOT BEAKER'})
0.011655436168275359,frozenset({'BOHEMIAN COLLAGE STATIONERY SET'})
0.010623444424209313,frozenset({'BOTTLE BAG RETROSPOT'})
0.030413403751593515,frozenset({'BOX OF 24 COCKTAIL PARASOLS'})
0.010926971407758149,frozenset({'BOX OF 6 ASSORTED COLOUR TEASPOONS'})
0.011716141564985127,frozenset({'BOX OF 6 CHRISTMAS CAKE DECORATIONS'})
0.02191464821222607,"frozenset({""BOX OF 6 MINI 50'S CRACKERS""})"
0.02106477265828932,frozenset({'BOX OF 6 MINI VINTAGE CRACKERS'})
0.01189825775511443,frozenset({'BOX OF VINTAGE ALPHABET BLOCKS'})
0.010805560614338615,frozenset({'BOX OF VINTAGE JIGSAW BLOCKS'})
0.013233776482729314,frozenset({'BOYS VINTAGE TIN SEASIDE BUCKET'})
0.01730103806228374,frozenset({'BREAD BIN DINER STYLE IVORY'})
0.012323195532082802,frozenset({'BREAD BIN DINER STYLE RED'})
0.01311236568930978,frozenset({'BROCADE RING PURSE'})
0.013780125053117221,frozenset({'BUBBLEGUM RING ASSORTED'})
0.01505493838402234,frozenset({'BULL DOG BOTTLE OPENER'})
0.01790809202938141,frozenset({'BUNDLE OF 3 ALPHABET EXERCISE BOOKS'})
0.015419170764280945,frozenset({'BUNDLE OF 3 RETRO EXERCISE BOOKS'})
0.01068414982091908,frozenset({'BUNDLE OF 3 SCHOOL EXERCISE BOOKS'})
0.0634978449584168,"frozenset({'BUNTING , SPOTTY'})"
0.013294481879439083,frozenset({'BUTTON BOX'})
0.011048382201177685,frozenset({'CAKE PLATE LOVEBIRD WHITE'})
0.012869544102470709,frozenset({'CALENDAR PAPER CUT DESIGN'})
0.024160747890487465,frozenset({'CARD BILLBOARD FONT'})
0.011776846961694894,frozenset({'CARD BIRTHDAY COWBOY'})
0.01189825775511443,frozenset({'CARD CHRISTMAS VILLAGE'})
0.01335518727614885,frozenset({'CARD CIRCUS PARADE'})
0.01505493838402234,frozenset({'CARD DOLLY GIRL'})
0.011776846961694894,frozenset({'CARD I LOVE LONDON'})
0.012566017118921873,frozenset({'CARD MOTORBIKE SANTA'})
0.01262672251563164,frozenset({'CARD PARTY GAMES'})
0.0145692952103442,frozenset({'CARD PSYCHEDELIC APPLES'})
0.016147635524798153,frozenset({'CARD SUKI BIRTHDAY'})
0.013294481879439083,frozenset({'CERAMIC CHERRY CAKE MONEY BANK'})
0.01821161901293025,frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'})
0.018818672980027925,frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'})
0.012323195532082802,frozenset({'CHARLIE + LOLA RED HOT WATER BOTTLE'})
0.011837552358404663,frozenset({'CHARLIE AND LOLA FIGURES TINS'})
0.015419170764280945,frozenset({'CHARLIE+LOLA PINK HOT WATER BOTTLE'})
0.025921204395070722,frozenset({'CHARLOTTE BAG ALPHABET  DESIGN'})
0.03004917137133491,frozenset({'CHARLOTTE BAG APPLES DESIGN'})
0.019850664724093973,frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'})
0.03812298913373399,frozenset({'CHARLOTTE BAG PINK POLKADOT'})
0.045286225945486556,frozenset({'CHARLOTTE BAG SUKI DESIGN'})
0.01730103806228374,frozenset({'CHICK GREY HOT WATER BOTTLE'})
0.01408365203666606,"frozenset({""CHILDREN'S APRON DOLLY GIRL""})"
0.016876100285315363,frozenset({'CHILDRENS APRON APPLES DESIGN'})
0.025860498998360956,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'})
0.03466278152127724,frozenset({'CHILLI LIGHTS'})
0.015661992351120015,frozenset({'CHOCOLATE BOX RIBBONS'})
0.041097553572512595,frozenset({'CHOCOLATE HOT WATER BOTTLE'})
0.02452498027074607,frozenset({'CHOCOLATE THIS WAY METAL SIGN'})
0.026467552965458628,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'})
0.022157469799065136,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'})
0.019729253930674436,frozenset({'CHRISTMAS CRAFT WHITE FAIRY'})
0.013233776482729314,frozenset({'CHRISTMAS HANGING HEART WITH BELL'})
0.013962241243246524,frozenset({'CHRISTMAS HANGING STAR WITH BELL'})
0.014326473623505129,frozenset({'CHRISTMAS LIGHTS 10 REINDEER'})
0.01238390092879257,frozenset({'CHRISTMAS PUDDING TRINKET POT'})
0.015358465367571177,frozenset({'CHRISTMAS STAR WISH LIST CHALKBOARD'})
0.01044132823408001,frozenset({'CHRISTMAS TOILET ROLL'})
0.01675468949189583,frozenset({'CIRCUS PARADE LUNCH BOX'})
0.01335518727614885,frozenset({'CITRONELLA CANDLE GARDEN POT'})
0.019061494566866996,frozenset({'CLASSIC CAFE SUGAR DISPENSER'})
0.01068414982091908,frozenset({'CLASSIC CROME BICYCLE BELL'})
0.01772597583925211,frozenset({'CLASSIC GLASS COOKIE JAR'})
0.01529775997086141,frozenset({'CLASSIC METAL BIRDCAGE PLANT HOLDER'})
0.024282158683907,frozenset({'CLEAR DRAWER KNOB ACRYLIC EDWARDIAN'})
0.03812298913373399,frozenset({'CLOTHES PEGS RETROSPOT PACK 24'})
0.011291203788016754,frozenset({'COFFEE MUG APPLES DESIGN'})
0.011594730771565592,frozenset({'COFFEE MUG CAT + BIRD DESIGN'})
0.034784192314696774,frozenset({'COLOUR GLASS T-LIGHT HOLDER HANGING'})
0.016329751714927458,frozenset({'COLOURED GLASS STAR T-LIGHT HOLDER'})
0.0169975110787349,frozenset({'COLOURING PENCILS BROWN TUBE'})
0.03763734596005585,frozenset({'COOK WITH WINE METAL SIGN'})
0.013780125053117221,frozenset({'COWBOYS AND INDIANS BIRTHDAY CARD'})
0.013719419656407454,frozenset({'CREAM CUPID HEARTS COAT HANGER'})
0.1144903781946215,frozenset({'CREAM HANGING HEART T-LIGHT HOLDER'})
0.028349420263461423,frozenset({'CREAM HEART CARD HOLDER'})
0.028045893279912585,frozenset({'CREAM SWEETHEART MINI CHEST'})
0.01384083044982699,frozenset({'DECORATIVE WICKER HEART LARGE'})
0.012748133309051175,frozenset({'DECORATIVE WICKER HEART MEDIUM'})
0.014994232987312572,frozenset({'DELUXE SEWING KIT'})
0.010502033630789777,frozenset({'DINOSAUR LUNCH BOX WITH CUTLERY'})
0.015237054574151643,frozenset({'DINOSAURS  WRITING SET'})
0.011230498391306987,frozenset({'DISCO BALL CHRISTMAS DECORATION'})
0.038547926910702364,frozenset({'DOLLY GIRL LUNCH BOX'})
0.011109087597887451,frozenset({'DOORMAT 3 SMILEY CATS'})
0.01019850664724094,frozenset({'DOORMAT AIRMAIL'})
0.020518424087901416,frozenset({'DOORMAT ENGLISH ROSE'})
0.018575851393188854,frozenset({'DOORMAT FAIRY CAKE'})
0.02543556122139258,frozenset({'DOORMAT FANCY FONT HOME SWEET HOME'})
0.03199174406604747,frozenset({'DOORMAT HEARTS'})
0.014508589813634433,frozenset({'DOORMAT HOME SWEET HOME BLUE'})
0.042250956109998176,frozenset({'DOORMAT KEEP CALM AND COME IN'})
0.03180962787591817,frozenset({'DOORMAT NEW ENGLAND'})
0.034177138347599105,frozenset({'DOORMAT RED RETROSPOT'})
0.02325016693984095,frozenset({'DOORMAT SPOTTY HOME SWEET HOME'})
0.01044132823408001,frozenset({'DOORMAT TOPIARY'})
0.03211315485946701,frozenset({'DOORMAT UNION FLAG'})
0.010380622837370242,frozenset({'DOORMAT UNION JACK GUNS AND ROSES'})
0.013173071086019547,frozenset({'DOORMAT VINTAGE LEAVES DESIGN'})
0.014751411400473502,frozenset({'DOORMAT WELCOME PUPPIES'})
0.022643112972743278,frozenset({'DOORMAT WELCOME TO OUR HOME'})
0.01578340314453955,frozenset({'DOORSTOP RETROSPOT HEART'})
0.01863655678989862,frozenset({'DOUGHNUT LIP GLOSS'})
0.01019850664724094,frozenset({'DRAWER KNOB CERAMIC IVORY'})
0.010987676804467918,frozenset({'DRAWER KNOB CRACKLE GLAZE IVORY'})
0.010502033630789777,frozenset({'EASTER CRAFT 4 CHICKS'})
0.01730103806228374,frozenset({'EDWARDIAN PARASOL BLACK'})
0.027620955502944213,frozenset({'EDWARDIAN PARASOL NATURAL'})
0.014994232987312572,frozenset({'EDWARDIAN PARASOL RED'})
0.013415892672858616,frozenset({'ELEPHANT BIRTHDAY CARD'})
0.011534025374855825,frozenset({'EMBOSSED GLASS TEALIGHT HOLDER'})
0.01238390092879257,frozenset({'EMERGENCY FIRST AID TIN'})
0.024889212651004675,frozenset({'ENAMEL BREAD BIN CREAM'})
0.027317428519395375,frozenset({'ENAMEL FLOWER JUG CREAM'})
0.020700540278030716,frozenset({'ENAMEL MEASURING JUG CREAM'})
0.011473319978146056,frozenset({'ENAMEL WASH BOWL CREAM'})
0.010077095853821405,frozenset({'ENAMEL WATERING CAN CREAM'})
0.012990954895890245,frozenset({'ENCHANTED BIRD COATHANGER 5 HOOK'})
0.011534025374855825,frozenset({'ENGLISH ROSE GARDEN SECATEURS'})
0.017240332665573968,frozenset({'ENGLISH ROSE HOT WATER BOTTLE'})
0.017968797426091178,frozenset({'ENGLISH ROSE NOTEBOOK A7 SIZE'})
0.012444606325502337,frozenset({'FAIRY CAKE FLANNEL ASSORTED COLOUR'})
0.019243610756996297,frozenset({'FAMILY ALBUM WHITE PICTURE FRAME'})
0.013537303466278152,frozenset({'FAMILY PHOTO FRAME CORNICE'})
0.017361743458993505,"frozenset({'FANCY FONT BIRTHDAY CARD,'})"
0.01311236568930978,frozenset({'FANCY FONTS BIRTHDAY WRAP'})
0.017604565045832573,frozenset({'FAWN BLUE HOT WATER BOTTLE'})
0.01311236568930978,"frozenset({'FEATHER PEN,HOT PINK'})"
0.02786377708978328,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'})
0.024585685667455837,frozenset({'FELTCRAFT BUTTERFLY HEARTS'})
0.014326473623505129,frozenset({'FELTCRAFT CHRISTMAS FAIRY'})
0.01626904631821769,frozenset({'FELTCRAFT CUSHION BUTTERFLY'})
0.023675104716809326,frozenset({'FELTCRAFT CUSHION OWL'})
0.01863655678989862,frozenset({'FELTCRAFT CUSHION RABBIT'})
0.013173071086019547,frozenset({'FELTCRAFT DOLL EMILY'})
0.01645116250834699,frozenset({'FELTCRAFT DOLL MOLLY'})
0.014933527590602805,frozenset({'FELTCRAFT DOLL ROSIE'})
0.016208340921507924,frozenset({'FELTCRAFT GIRL AMELIE KIT'})
0.010926971407758149,frozenset({'FELTCRAFT GIRL NICOLE KIT'})
0.022764523766162812,frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'})
0.020275602501062345,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'})
0.014630000607053967,frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL'})
0.012019668548533965,frozenset({'FILIGRIS HEART WITH BUTTERFLY'})
0.012201784738663268,frozenset({'FINE WICKER HEART'})
0.02325016693984095,frozenset({'FLORAL FOLK STATIONERY SET'})
0.010623444424209313,frozenset({'FLUTED ANTIQUE CANDLE HOLDER'})
0.01189825775511443,frozenset({'FOLKART ZINC HEART CHRISTMAS DEC'})
0.014447884416924664,frozenset({'FOOD CONTAINER SET 3 LOVE HEART'})
0.012262490135373035,frozenset({'FOOT STOOL HOME SWEET HOME'})
0.02118618345170886,frozenset({'FOUR HOOK  WHITE LOVEBIRDS'})
0.012323195532082802,frozenset({'FRENCH BATHROOM SIGN BLUE METAL'})
0.011594730771565592,frozenset({'FRENCH BLUE METAL DOOR SIGN 1'})
0.010744855217628847,frozenset({'FRENCH BLUE METAL DOOR SIGN 2'})
0.016633278698476296,frozenset({'FRENCH ENAMEL CANDLEHOLDER'})
0.01019850664724094,frozenset({'FRENCH TOILET SIGN BLUE METAL'})
0.01626904631821769,frozenset({'FRENCH WC SIGN BLUE METAL'})
0.014508589813634433,frozenset({'FULL ENGLISH BREAKFAST PLATE'})
0.011716141564985127,frozenset({'FUNKY DIVA PEN'})
0.012201784738663268,frozenset({'GAOLERS KEYS DECORATIVE GARDEN'})
0.045529047532325624,frozenset({'GARDENERS KNEELING PAD CUP OF TEA'})
0.054513446245371217,frozenset({'GARDENERS KNEELING PAD KEEP CALM'})
0.01408365203666606,frozenset({'GARLAND WOODEN HAPPY EASTER'})
0.018575851393188854,"frozenset({""GIANT 50'S CHRISTMAS CRACKER""})"
0.013051660292600012,frozenset({'GIN & TONIC DIET GREETING CARD'})
0.043343653250773995,frozenset({'GIN AND TONIC DIET METAL SIGN'})
0.014326473623505129,frozenset({'GIN AND TONIC MUG'})
0.03272020882656468,frozenset({'GINGERBREAD MAN COOKIE CUTTER'})
0.01238390092879257,frozenset({'GINGHAM HEART  DOORSTOP RED'})
0.023675104716809326,frozenset({'GINGHAM HEART DECORATION'})
0.0145692952103442,frozenset({'GIRAFFE WOODEN RULER'})
0.012444606325502337,frozenset({'GIRLS VINTAGE TIN SEASIDE BUCKET'})
0.010319917440660475,frozenset({'GLASS  BEURRE DISH'})
0.012019668548533965,frozenset({'GLASS APOTHECARY BOTTLE ELIXIR'})
0.014022946639956292,frozenset({'GLASS APOTHECARY BOTTLE PERFUME'})
0.012808838705760942,frozenset({'GLASS APOTHECARY BOTTLE TONIC'})
0.01335518727614885,frozenset({'GLASS BON BON JAR'})
0.011473319978146056,frozenset({'GLASS HEART T-LIGHT HOLDER'})
0.01481211679718327,frozenset({'GLASS JAR DAISY FRESH COTTON WOOL'})
0.011534025374855825,frozenset({'GLASS JAR ENGLISH CONFECTIONERY'})
0.012262490135373035,frozenset({'GLITTER BUTTERFLY CLIPS'})
0.01044132823408001,frozenset({'GLITTER HANGING BUTTERFLY STRING'})
0.010987676804467918,frozenset({'GOLD MINI TAPE MEASURE'})
0.01384083044982699,frozenset({'GRAND CHOCOLATECANDLE'})
0.01572269774782978,frozenset({'GREEN 3 PIECE POLKADOT CUTLERY SET'})
0.05287440053420749,frozenset({'GREEN REGENCY TEACUP AND SAUCER'})
0.026467552965458628,frozenset({'GREY HEART HOT WATER BOTTLE'})
0.016147635524798153,frozenset({'GROW A FLYTRAP OR SUNFLOWER IN TIN'})
0.01141261458143629,frozenset({'GROW YOUR OWN BASIL IN ENAMEL MUG'})
0.03229527104959631,frozenset({'GUMBALL COAT RACK'})
0.011716141564985127,frozenset({'GUMBALL MAGAZINE RACK'})
0.011837552358404663,frozenset({'GYMKHANA TREASURE BOOK BOX'})
0.036787470406119106,frozenset({'HAND OVER THE CHOCOLATE   SIGN'})
0.01189825775511443,frozenset({'HAND WARMER BABUSHKA DESIGN'})
0.025921204395070722,frozenset({'HAND WARMER BIRD DESIGN'})
0.03369149517392096,frozenset({'HAND WARMER OWL DESIGN'})
0.023432283129970255,frozenset({'HAND WARMER RED LOVE HEART'})
0.01772597583925211,frozenset({'HAND WARMER RED RETROSPOT'})
0.02786377708978328,frozenset({'HAND WARMER SCOTTY DOG DESIGN'})
0.023371577733260488,frozenset({'HAND WARMER UNION JACK'})
0.04049049960541492,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'})
0.016147635524798153,frozenset({'HANGING HEART MIRROR DECORATION'})
0.031870333272627935,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'})
0.024585685667455837,frozenset({'HANGING JAM JAR T-LIGHT HOLDERS'})
0.019304316153706064,frozenset({'HANGING METAL HEART LANTERN'})
0.010137801250531172,frozenset({'HANGING METAL STAR LANTERN'})
0.01481211679718327,frozenset({'HAPPY STENCIL CRAFT'})
0.01019850664724094,frozenset({'HEADS AND TAILS SPORTING FUN'})
0.012444606325502337,frozenset({'HEART DECORATION PAINTED ZINC'})
0.018818672980027925,frozenset({'HEART DECORATION RUSTIC HANGING'})
0.014205062830085595,frozenset({'HEART DECORATION WITH PEARLS'})
0.015237054574151643,frozenset({'HEART FILIGREE DOVE  SMALL'})
0.01311236568930978,frozenset({'HEART FILIGREE DOVE LARGE'})
0.0169975110787349,frozenset({'HEART IVORY TRELLIS LARGE'})
0.019972075517513507,frozenset({'HEART IVORY TRELLIS SMALL'})
0.04832149578097493,frozenset({'HEART OF WICKER LARGE'})
0.06222303162751169,frozenset({'HEART OF WICKER SMALL'})
0.01044132823408001,frozenset({'HEART WOODEN CHRISTMAS DECORATION'})
0.012930249499180478,frozenset({'HERB MARKER BASIL'})
0.01141261458143629,frozenset({'HERB MARKER CHIVES'})
0.01311236568930978,frozenset({'HERB MARKER MINT'})
0.012748133309051175,frozenset({'HERB MARKER PARSLEY'})
0.012990954895890245,frozenset({'HERB MARKER ROSEMARY'})
0.012869544102470709,frozenset({'HERB MARKER THYME'})
0.04079402658896376,frozenset({'HOME BUILDING BLOCK WORD'})
0.013173071086019547,frozenset({'HOME SWEET HOME CUSHION COVER'})
0.01335518727614885,frozenset({'HOME SWEET HOME HANGING HEART'})
0.013780125053117221,frozenset({'HOME SWEET HOME METAL SIGN'})
0.017665270442542343,frozenset({'HOME SWEET HOME MUG'})
0.03132398470224003,frozenset({'HOMEMADE JAM SCENTED CANDLES'})
0.033327262793662354,frozenset({'HOT BATHS METAL SIGN'})
0.03217386025617677,frozenset({'HOT WATER BOTTLE I AM SO POORLY'})
0.04583257451587446,frozenset({'HOT WATER BOTTLE KEEP CALM'})
0.032598798033145145,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'})
0.02015419170764281,"frozenset({""I'M ON HOLIDAY METAL SIGN""})"
0.014022946639956292,frozenset({'ICE CREAM PEN LIP GLOSS'})
0.013962241243246524,frozenset({'ICE CREAM SUNDAE LIP GLOSS'})
0.022036059005645602,frozenset({'IVORY DINER WALL CLOCK'})
0.017665270442542343,frozenset({'IVORY HANGING DECORATION  HEART'})
0.03320585200024282,frozenset({'IVORY KITCHEN SCALES'})
0.016876100285315363,frozenset({'IVORY WICKER HEART LARGE'})
0.013658714259697688,frozenset({'IVORY WICKER HEART MEDIUM'})
0.013901535846536757,frozenset({'JAM JAR WITH GREEN LID'})
0.014690706003763735,frozenset({'JAM JAR WITH PINK LID'})
0.05384568688156377,frozenset({'JAM MAKING SET PRINTED'})
0.05487767862562982,frozenset({'JAM MAKING SET WITH JARS'})
0.012869544102470709,frozenset({'JAZZ HEARTS ADDRESS BOOK'})
0.01572269774782978,frozenset({'JAZZ HEARTS PURSE NOTEBOOK'})
0.012444606325502337,frozenset({'JINGLE BELL HEART ANTIQUE SILVER'})
0.021671826625386997,frozenset({'JINGLE BELL HEART DECORATION'})
0.05208523037698051,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'})
0.04079402658896376,"frozenset({""JUMBO BAG 50'S CHRISTMAS""})"
0.051478176409882836,frozenset({'JUMBO BAG ALPHABET'})
0.053724276088144236,frozenset({'JUMBO BAG APPLES'})
0.016693984095186062,frozenset({'JUMBO BAG CHARLIE AND LOLA TOYS'})
0.024646391064165604,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'})
0.034541370727857706,frozenset({'JUMBO BAG OWLS'})
0.0194257269471256,frozenset({'JUMBO BAG PAISLEY PARK'})
0.03326655739695259,frozenset({'JUMBO BAG PEARS'})
0.06714016876100286,frozenset({'JUMBO BAG PINK POLKADOT'})
0.046985977053360044,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'})
0.11066593820190615,frozenset({'JUMBO BAG RED RETROSPOT'})
0.044436350391549806,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})
0.035937594852182356,frozenset({'JUMBO BAG SPACEBOY DESIGN'})
0.04492199356522795,frozenset({'JUMBO BAG STRAWBERRY'})
0.029199295817398167,frozenset({'JUMBO BAG TOYS'})
0.027742366296363747,frozenset({'JUMBO BAG VINTAGE CHRISTMAS'})
0.06877921447216657,frozenset({'JUMBO BAG VINTAGE DOILY'})
0.04953560371517028,frozenset({'JUMBO BAG VINTAGE LEAF'})
0.04279730468038609,frozenset({'JUMBO BAG WOODLAND ANIMALS'})
0.06459054209919261,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'})
0.0390335700843805,frozenset({'JUMBO STORAGE BAG SKULLS'})
0.06459054209919261,frozenset({'JUMBO STORAGE BAG SUKI'})
0.017361743458993505,"frozenset({'KEY FOB , BACK DOOR'})"
0.01189825775511443,"frozenset({'KEY FOB , FRONT  DOOR'})"
0.015540581557700479,"frozenset({'KEY FOB , GARAGE DESIGN'})"
0.021307594245128392,"frozenset({'KEY FOB , SHED'})"
0.012262490135373035,frozenset({'KIDS CUTLERY DOLLY GIRL'})
0.016086930128088386,frozenset({'KIDS CUTLERY SPACEBOY'})
0.013173071086019547,frozenset({'KINGS CHOICE TEA CADDY'})
0.01730103806228374,frozenset({'KITCHEN METAL SIGN'})
0.013476598069568385,frozenset({'KNEELING MAT HOUSEWORK  DESIGN'})
0.019304316153706064,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'})
0.024403569477326536,frozenset({'LADIES & GENTLEMEN METAL SIGN'})
0.015540581557700479,frozenset({'LANTERN CREAM GAZEBO'})
0.01578340314453955,frozenset({'LARGE CERAMIC TOP STORAGE JAR'})
0.012323195532082802,frozenset({'LARGE CIRCULAR MIRROR MOBILE'})
0.018333029806349783,frozenset({'LARGE HEART MEASURING SPOONS'})
0.03350937898379166,frozenset({'LARGE WHITE HEART OF WICKER'})
0.0196078431372549,frozenset({'LAUNDRY 15C METAL SIGN'})
0.01116979299459722,frozenset({'LE JARDIN BOTANIQUE CUSHION COVER'})
0.011473319978146056,frozenset({'LIPSTICK PEN FUSCHIA'})
0.013294481879439083,frozenset({'LIPSTICK PEN RED'})
0.017118921872154434,frozenset({'LONDON BUS COFFEE MUG'})
0.034116432950889335,frozenset({'LOVE BUILDING BLOCK WORD'})
0.027620955502944213,frozenset({'LOVE HOT WATER BOTTLE'})
0.03029199295817398,frozenset({'LOVEBIRD HANGING DECORATION WHITE'})
